Accepted_SPNAME,BloomColors
Penstemon digitalis,White
Penstemon digitalis,Purple
Penstemon dissectus,White
Penstemon dissectus,Pink
Penstemon dissectus,Violet
Penstemon dissectus,Purple
Penstemon eatonii,Red
Penstemon fendleri,Violet
Penstemon fendleri,Blue
Penstemon fendleri,Purple
Penstemon fruticosus,Violet
Penstemon fruticosus,Blue
Penstemon fruticosus,Purple
Penstemon glaber,Violet
Penstemon glaber,Blue
Penstemon glaber,Purple
Penstemon gracilentus,Violet
Penstemon gracilentus,Blue
Penstemon gracilentus,Purple
Penstemon gracilis,Violet
Penstemon gracilis,Purple
Penstemon grandiflorus,White
Penstemon grandiflorus,Pink
Penstemon grandiflorus,Blue
Penstemon grandiflorus,Purple
Penstemon hallii,Violet
Penstemon hallii,Pink
Penstemon hallii,Blue
Penstemon hallii,Purple
Penstemon haydenii,Blue
Penstemon haydenii,Purple
Penstemon heterophyllus,Violet
Penstemon heterophyllus,Blue
Penstemon heterophyllus,Purple
Penstemon hirsutus,White
Penstemon hirsutus,Violet
Penstemon hirsutus,Purple
Penstemon hirsutus,Pink
Penstemon hirsutus,violet
Penstemon humilis,White
Penstemon humilis,Blue
Penstemon humilis,Violet
Penstemon humilis,Purple
Penstemon jamesii,White
Penstemon jamesii,Pink
Penstemon jamesii,Violet
Penstemon jamesii,Purple
Penstemon laevigatus,Purple
Penstemon linarioides,Violet
Penstemon linarioides,Blue
Penstemon menziesii,
Penstemon multiflorus,White
Penstemon multiflorus,Purple
Penstemon murrayanus,Red
Penstemon newberryi,Pink
Penstemon newberryi,Purple
Penstemon newberryi,Red
Penstemon nitidus,Violet
Penstemon nitidus,Pink
Penstemon nitidus,Blue
Penstemon nitidus,Purple
Penstemon ovatus,Violet
Penstemon ovatus,Blue
Penstemon ovatus,Purple
Penstemon pallidus,White
Penstemon pallidus,Blue
Penstemon pallidus,violet
Penstemon pallidus,Purple
Penstemon palmeri,White
Penstemon palmeri,Pink
Penstemon palmeri,Purple
Penstemon pinifolius,Yellow
Penstemon pinifolius,Red
Penstemon procerus,White
Penstemon procerus,Violet
Penstemon procerus,Purple
Penstemon procerus,Yellow
Penstemon procerus,Blue
Penstemon pumilus,Violet
Penstemon pumilus,Blue
Penstemon pumilus,Purple
Penstemon rattanii,Violet
Penstemon rattanii,Purple
Penstemon rupicola,Pink
Penstemon rupicola,Purple
Penstemon rupicola,Red
Penstemon secundiflorus,Violet
Penstemon secundiflorus,Pink
Penstemon secundiflorus,Blue
Penstemon secundiflorus,Purple
Penstemon serrulatus,Violet
Penstemon serrulatus,Blue
Penstemon serrulatus,Purple
Penstemon smallii,Violet
Penstemon smallii,Pink
Penstemon smallii,purple
Penstemon smallii,Purple
Penstemon speciosus,Violet
Penstemon speciosus,Blue
Penstemon speciosus,Purple
Penstemon spectabilis,Pink
Penstemon spectabilis,Blue
Penstemon spectabilis,Purple
Penstemon strictus,Violet
Penstemon strictus,Blue
Penstemon strictus,Purple
Penstemon tenuiflorus,White
Penstemon tenuiflorus,Pink
Penstemon tenuis,Violet
Penstemon tenuis,Purple
Penstemon triflorus,Pink
Penstemon triflorus,Red
Penstemon tubaeflorus,White
Penstemon tubiflorus,
Penstemon utahensis,White
Penstemon utahensis,Pink
Penstemon utahensis,Red
Penstemon venustus,Violet
Penstemon venustus,Purple
Penstemon virgatus,Violet
Penstemon virgatus,Pink
Penstemon virgatus,Purple
Penstemon whippleanus,White
Penstemon whippleanus,Violet
Penstemon whippleanus,Purple
Penstemon wrightii,Pink
Penstemon wrightii,Red
Pentalinon luteum,Yellow
Penthorum sedoides,Yellow
Penthorum sedoides,Green
Penthorum sedoides,Brown
Peperomia argyroneura,
Peperomia magnoliifolia,White
Peperomia magnoliifolia,Green
Peperomia obtusifolia,Green
Peperomia obtusifolia,Brown
Peperomia rotundifolia,White
Peperomia rotundifolia,Green
Pericome caudata,Yellow
Perideridia oregana,White
Persea borbonia,Yellow
Persea palustris,White
Persea palustris,Yellow
Persicaria amphibia,Pink
Persicaria amphibia,Yellow
Persicaria amphibia,Red
Persicaria arifolia,White
Persicaria arifolia,Pink
Persicaria arifolia,Red
Persicaria hydropiperoides,White
Persicaria hydropiperoides,Pink
Persicaria hydropiperoides,Green
Persicaria lapathifolia,White
Persicaria lapathifolia,Pink
Persicaria lapathifolia,Green
Persicaria pensylvanica,White
Persicaria pensylvanica,Pink
Persicaria pensylvanica,Red
Persicaria punctata,White
Persicaria punctata,Green
Persicaria sagittata,White
Persicaria sagittata,Pink
Persicaria sagittata,Green
Persicaria sagittata,Red
Persicaria virginiana,
Persicaria vivipara,White
Persicaria vivipara,Pink
Petasites frigidus,White
Petasites frigidus,Pink
Petasites frigidus,Yellow
Petasites frigidus,Purple
Petrophytum caespitosum,White
Petrophytum cinerascens,White
Petrophytum hendersonii,White
Phacelia bipinnatifida,Violet
Phacelia bipinnatifida,Blue
Phacelia bipinnatifida,Purple
Phacelia campanularia,Blue
Phacelia ciliata,White
Phacelia ciliata,Blue
Phacelia ciliata,Purple
Phacelia congesta,Blue
Phacelia congesta,Purple
Phacelia divaricata,White
Phacelia divaricata,Blue
Phacelia divaricata,Violet
Phacelia divaricata,Purple
Phacelia dubia,White
Phacelia dubia,Blue
Phacelia dubia,Purple
Phacelia fimbriata,White
Phacelia fimbriata,Blue
Phacelia fimbriata,Purple
Phacelia grandiflora,White
Phacelia grandiflora,Blue
Phacelia grandiflora,Purple
Phacelia hastata,White
Phacelia hastata,Purple
Phacelia minor,Purple
Phacelia parryi,White
Phacelia parryi,Violet
Phacelia parryi,Purple
Phacelia sericea,White
Phacelia sericea,Blue
Phacelia sericea,Purple
Phacelia tanacetifolia,Blue
Phacelia tanacetifolia,Purple
Phacelia viscida,White
Phacelia viscida,Blue
Phacelia viscida,Purple
Phalaris arundinacea,Yellow
Phaseolus polystachios,Violet
Phaseolus polystachios,Pink
Phaseolus polystachios,Purple
Phegopteris connectilis,Not Applicable
Phegopteris hexagonoptera,Not Applicable
Phemeranthus calcaricus,Pink
Phemeranthus calcaricus,Purple
Phemeranthus calcaricus,Red
Phemeranthus calycinus,
Phemeranthus parviflorus,Pink
Phemeranthus parviflorus,Purple
Phemeranthus rugospermus,Pink
Phemeranthus spinescens,Pink
Phemeranthus spinescens,Red
Phemeranthus teretifolius,Pink
Phemeranthus teretifolius,Purple
Phemeranthus teretifolius,Red
Philadelphus grandiflorus,
Philadelphus hirsutus,White
Philadelphus inodorus,White
Philadelphus lewisii,White
Philadelphus maculatus,
Philadelphus microphyllus,White
Philadelphus pubescens,White
Philadelphus pubescens,Yellow
Phlebodium areolatum,
Phlebodium aureum,Not Applicable
Phlox adsurgens,White
Phlox adsurgens,Pink
Phlox amabilis,Pink
Phlox amabilis,Purple
Phlox amoena,White
Phlox amoena,Pink
Phlox amoena,Lavender
Phlox amoena,Purple
Phlox amplifolia,White
Phlox amplifolia,Pink
Phlox amplifolia,Purple
Phlox austromontana,White
Phlox austromontana,Pink
Phlox austromontana,Purple
Phlox bifida,White
Phlox bifida,Violet
Phlox bifida,blue
Phlox bifida,Blue
Phlox bifida,pink
Phlox buckleyi,Violet
Phlox buckleyi,Purple
Phlox carolina,White
Phlox carolina,Pink
Phlox carolina,Purple
Phlox condensata,White
Phlox condensata,Pink
Phlox cuspidata,White
Phlox cuspidata,Pink
Phlox diffusa,White
Phlox diffusa,Pink
Phlox diffusa,Purple
Phlox divaricata,White
Phlox divaricata,Violet
Phlox divaricata,lavender
Phlox divaricata,Purple
Phlox divaricata,Pink
Phlox divaricata,white
Phlox divaricata,Blue
Phlox douglasii,
Phlox drummondii,White
Phlox drummondii,Purple
Phlox drummondii,Pink
Phlox drummondii,Blue
Phlox drummondii,Red
Phlox floridana,White
Phlox floridana,Pink
Phlox floridana,Purple
Phlox glaberrima,Pink
Phlox glaberrima,Red
Phlox glaberrima,Purple
Phlox hoodii,White
Phlox hoodii,Pink
Phlox hoodii,Blue
Phlox kelseyi,White
Phlox kelseyi,Pink
Phlox kelseyi,Blue
Phlox longifolia,White
Phlox longifolia,Pink
Phlox longifolia,Purple
Phlox maculata,lavender
Phlox maculata,Pink
Phlox maculata,Purple
Phlox maculata,Red
Phlox multiflora,White
Phlox multiflora,Pink
Phlox multiflora,Blue
Phlox nana,White
Phlox nana,Pink
Phlox nana,Purple
Phlox nivalis,White
Phlox ovata,White
Phlox ovata,Pink
Phlox ovata,Purple
Phlox paniculata,White
Phlox paniculata,Pink
Phlox paniculata,Purple
Phlox peckii,White
Phlox peckii,Pink
Phlox peckii,Yellow
Phlox pilosa,White
Phlox pilosa,Pink
Phlox pilosa,Purple
Phlox pulchra,White
Phlox pulchra,Pink
Phlox pulchra,Blue
Phlox pulchra,Purple
Phlox pyramidalis,
Phlox speciosa,White
Phlox speciosa,Pink
Phlox speciosa,Purple
Phlox stolonifera,White
Phlox stolonifera,Blue
Phlox stolonifera,Purple
Phlox subulata,White
Phlox subulata,Pink
Phlox subulata,Purple
Pholistoma auritum,Violet
Pholistoma auritum,Blue
Pholistoma auritum,Purple
Phoradendron leucarpum,White
Phoradendron leucarpum,Yellow
Phoradendron villosum,Yellow
Phoradendron villosum,Green
Photinia arbutifolia,
Photinia melanocarpa,
Photinia pyrifolia,
Phryma leptostachya,Pink
Phryma leptostachya,Purple
Phyla lanceolata,White
Phyla lanceolata,Pink
Phyla lanceolata,Yellow
Phyla lanceolata,Purple
Phyla nodiflora,White
Phyla nodiflora,Pink
Phyla nodiflora,Red
Phyllanthopsis phyllanthoides,Green
Phyllodoce breweri,White
Phyllodoce breweri,Pink
Phyllodoce breweri,Purple
Phyllodoce caerulea,Pink
Phyllodoce caerulea,Purple
Phyllodoce caerulea,Red
Phyllodoce empetriformis,Pink
Phyllodoce empetriformis,Purple
Physalis angulata,Yellow
Physalis heterophylla,Yellow
Physalis heterophylla,Green
Physalis heterophylla,Brown
Physalis lobata,
Physalis longifolia,Yellow
Physalis longifolia,Black
Physalis longifolia,Brown
Physalis pruinosa,
Physalis pubescens,Yellow
Physalis pubescens,Brown
Physalis virginiana,Yellow
Physalis virginiana,Green
Physalis virginiana,Brown
Physalis viscosa,Yellow
Physalis viscosa,Green
Physaria didymocarpa,Yellow
Physaria globosa,Yellow
Physaria gracilis,Orange
Physaria gracilis,Yellow
Physaria nelsonii,Yellow
Physaria spatulata,Yellow
Physocarpus capitatus,White
Physocarpus intermedius,White
Physocarpus monogynus,White
Physocarpus monogynus,Green
Physocarpus monogynus,Red
Physocarpus opulifolius,White
Physocarpus opulifolius,Pink
Physostegia digitalis,White
Physostegia digitalis,Pink
Physostegia digitalis,Purple
Physostegia leptophylla,White
Physostegia leptophylla,Pink
Physostegia parviflora,White
Physostegia parviflora,Pink
Physostegia purpurea,White
Physostegia purpurea,Pink
Physostegia purpurea,Purple
Physostegia virginiana,White
Physostegia virginiana,Pink
Physostegia virginiana,Purple
Phytolacca americana,White
Phytolacca americana,Pink
Phytolacca americana,Purple
Picea × albertiana,
Picea breweriana,Red
Picea engelmannii,Yellow
Picea glauca,Yellow
Picea glauca,Red
Picea mariana,Yellow
Picea mariana,Red
Picea pungens,Yellow
Picea rubens,Yellow
Picea rubens,Red
Picea sitchensis,Yellow
Pieris floribunda,White
Pieris phillyreifolia,White
Pilea microphylla,White
Pilea microphylla,Pink
Pilea microphylla,Green
Pilea nummulariifolia,
Pilea pumila,White
Pilea pumila,Green
Pilea pumila,Brown
Pinckneya bracteata,White
Pinckneya bracteata,Pink
Pinckneya bracteata,Green
Pinckneya pubens,
Pinguicula caerulea,White
Pinguicula caerulea,Pink
Pinguicula caerulea,Blue
Pinguicula caerulea,Purple
Pinguicula lutea,Yellow
Pinguicula vulgaris,White
Pinguicula vulgaris,Violet
Pinguicula vulgaris,Purple
Pinus albicaulis,Yellow
Pinus aristata,Purple
Pinus attenuata,Not Applicable
Pinus ayacahuite,
Pinus banksiana,Yellow
Pinus banksiana,Red
Pinus cembroides,Yellow
Pinus clausa,Yellow
Pinus clausa,Brown
Pinus contorta,Yellow
Pinus coulteri,Yellow
Pinus echinata,Yellow
Pinus edulis,Yellow
Pinus elliottii,Red
Pinus engelmannii,Yellow
Pinus engelmannii,Brown
Pinus flexilis,Green
Pinus flexilis,Purple
Pinus flexilis,Red
Pinus glabra,Green
Pinus jeffreyi,Brown
Pinus lambertiana,Brown
Pinus leiophylla,Green
Pinus leiophylla,Brown
Pinus longaeva,Not Applicable
Pinus monophylla,Yellow
Pinus monticola,Yellow
Pinus muricata,Orange
Pinus palustris,Brown
Pinus ponderosa,Yellow
Pinus ponderosa,Red
Pinus pungens,Yellow
Pinus quadrifolia,Not Applicable
Pinus radiata,Yellow
Pinus resinosa,Brown
Pinus resinosa,Red
Pinus rigida,Green
Pinus sabiniana,Yellow
Pinus serotina,Yellow
Pinus strobiformis,Yellow
Pinus strobiformis,Brown
Pinus strobus,Green
Pinus strobus,Pink
Pinus strobus,Yellow
Pinus strobus,Brown
Pinus strobus,Red
Pinus taeda,Yellow
Pinus taeda,Brown
Pinus torreyana,Yellow
Pinus torreyana,Brown
Pinus torreyana,Red
Pinus virginiana,Yellow
Pinus virginiana,Brown
Pistia stratiotes,White
Pityopsis falcata,Orange
Pityopsis falcata,Yellow
Pityopsis graminifolia,White
Pityopsis graminifolia,Yellow
Plagiobothrys fulvus,White
Plagiobothrys fulvus,Yellow
Planera aquatica,Green
Planodes virginicum,White
Planodes virginicum,Pink
Plantago aristata,White
Plantago aristata,Green
Plantago aristata,Brown
Plantago maritima,Green
Plantago maritima,Brown
Plantago rugelii,White
Plantago rugelii,Green
Plantago rugelii,Brown
Plantago virginica,White
Plantago virginica,Green
Platanthera blephariglottis,White
Platanthera ciliaris,Orange
Platanthera ciliaris,Yellow
Platanthera clavellata,Yellow
Platanthera clavellata,Green
Platanthera cristata,Orange
Platanthera dilatata,White
Platanthera flava,Yellow
Platanthera flava,Green
Platanthera grandiflora,White
Platanthera grandiflora,Pink
Platanthera grandiflora,Purple
Platanthera hookeri,Yellow
Platanthera hookeri,Green
Platanthera integrilabia,White
Platanthera lacera,White
Platanthera lacera,Yellow
Platanthera lacera,Green
Platanthera leucophaea,White
Platanthera nivea,White
Platanthera obtusata,White
Platanthera obtusata,Yellow
Platanthera obtusata,Green
Platanthera orbiculata,White
Platanthera orbiculata,Green
Platanthera peramoena,Pink
Platanthera peramoena,Purple
Platanthera psycodes,White
Platanthera psycodes,Pink
Platanthera psycodes,Purple
Platanus occidentalis,Yellow
Platanus occidentalis,Green
Platanus occidentalis,Brown
Platanus occidentalis,Red
Platanus racemosa,Yellow
Platanus wrightii,Yellow
Platystemon californicus,White
Platystemon californicus,Yellow
Plectocephalus americanus,White
Plectocephalus americanus,Pink
Plectocephalus americanus,Red
Plectocephalus americanus,Purple
Pleopeltis polypodioides,Not Applicable
Pluchea camphorata,Pink
Pluchea camphorata,Purple
Pluchea foetida,White
Pluchea foetida,Pink
Pluchea foetida,Yellow
Pluchea odorata,Pink
Pluchea odorata,Purple
Pluchea purpurascens,
Plumbago scandens,
Poa alsodes,White
Poa alsodes,Green
Poa arachnifera,White
Poa arachnifera,Green
Poa arachnifera,Brown
Poa laxa,Green
Poa laxa,Brown
Poa occidentalis,Green
Poa occidentalis,Brown
Poa palustris,Yellow
Poa palustris,Green
Poa palustris,Brown
Poa sylvestris,White
Poa sylvestris,Green
Poa sylvestris,Yellow
Podophyllum cymosum,White
Podophyllum peltatum,White
Podophyllum peltatum,Pink
Pogonia ophioglossoides,White
Pogonia ophioglossoides,Pink
Pogonia ophioglossoides,Yellow
Pogonia ophioglossoides,Purple
Polemonium carneum,White
Polemonium carneum,Pink
Polemonium carneum,Purple
Polemonium flavum,
Polemonium occidentale,White
Polemonium occidentale,Blue
Polemonium occidentale,Purple
Polemonium pauciflorum,Yellow
Polemonium pauciflorum,Red
Polemonium pulcherrimum,White
Polemonium pulcherrimum,Violet
Polemonium pulcherrimum,Purple
Polemonium pulcherrimum,Yellow
Polemonium pulcherrimum,Blue
Polemonium reptans,Blue
Polemonium reptans,Purple
Polemonium van-bruntiae,White
Polemonium van-bruntiae,Green
Polemonium van-bruntiae,Blue
Polemonium van-bruntiae,Purple
Polemonium viscosum,White
Polemonium viscosum,Blue
Polemonium viscosum,Violet
Polycodium stamineum,
Polygala brevifolia,Pink
Polygala brevifolia,Purple
Polygala cruciata,White
Polygala cruciata,Pink
Polygala cruciata,Purple
Polygala incarnata,White
Polygala incarnata,Pink
Polygala incarnata,Purple
Polygala lutea,Orange
Polygala lutea,Yellow
Polygala polygama,White
Polygala polygama,Pink
Polygala polygama,Purple
Polygala sanguinea,White
Polygala sanguinea,Pink
Polygala sanguinea,Purple
Polygala senega,White
Polygala senega,Green
Polygala verticillata,White
Polygala verticillata,Green
Polygala verticillata,Purple
Polygala verticillata,Pink
Polygala verticillata,Brown
Polygaloides paucifolia,Pink
Polygaloides paucifolia,Purple
Polygonatum biflorum,White
Polygonatum biflorum,Yellow
Polygonatum biflorum,Green
Polygonatum biflorum,Brown
Polygonatum commutatum,
Polygonatum pubescens,Yellow
Polygonatum pubescens,Green
Polygonatum pubescens,Brown
Polygonella americana,White
Polygonella americana,Pink
Polygonella articulata,White
Polygonella articulata,Pink
Polygonella articulata,Red
Polygonum amphibium,
Polygonum erectum,Yellow
Polygonum erectum,Green
Polygonum hydropiperoides,
Polygonum pensylvanicum,
Polygonum virginianum,White
Polygonum virginianum,Pink
Polygonum virginianum,Green
Polymnia canadensis,White
Polymnia canadensis,Yellow
Polypodium aureum,
Polypodium californicum,Not Applicable
Polypodium virginianum,Not Applicable
Polypodium vulgare,
Polystachya concreta,White
Polystachya concreta,Yellow
Polystachya concreta,Green
Polystichum acrostichoides,Not Applicable
Polystichum braunii,Not Applicable
Polystichum lonchitis,Not Applicable
Polystichum munitum,Not Applicable
Polystichum munitum,Brown
Pontederia cordata,Blue
Pontederia cordata,Purple
Ponthieva racemosa,White
Ponthieva racemosa,Green
Populus × canadensis,
Populus × generosa,
Populus angustifolia,White
Populus balsamifera,White
Populus balsamifera,Green
Populus balsamifera,Yellow
Populus balsamifera,yellow
Populus balsamifera,green
Populus balsamifera,Brown
Populus deltoides,Yellow
Populus fremontii,White
Populus grandidentata,Yellow
Populus grandidentata,Green
Populus grandidentata,Brown
Populus heterophylla,White
Populus heterophylla,Green
Populus heterophylla,Brown
Populus tremuloides,Yellow
Populus tremuloides,Blue
Populus tremuloides,Green
Populus tremuloides,Brown
Populus trichocarpa,Yellow
Porteranthus stipulatus,
Porteranthus trifoliatus,
Portulaca pilosa,Pink
Portulaca pilosa,Purple
Portulaca umbraticola,Yellow
Portulaca umbraticola,Red
Potamogeton confervoides,White
Potamogeton confervoides,Green
Potamogeton natans,Green
Potamogeton nodosus,White
Potamogeton nodosus,Green
Potamogeton pectinatus,
Potamogeton perfoliatus,Green
Potamogeton perfoliatus,Brown
Potentilla anserina,
Potentilla arguta,White
Potentilla arguta,Yellow
Potentilla canadensis,White
Potentilla canadensis,Yellow
Potentilla dissecta,
Potentilla drummondii,Yellow
Potentilla effusa,Yellow
Potentilla flabellifolia,Orange
Potentilla flabellifolia,Yellow
Potentilla fruticosa,
Potentilla glandulosa,White
Potentilla glandulosa,Yellow
Potentilla gracilis,Yellow
Potentilla hippiana,Yellow
Potentilla monspeliensis,
Potentilla multifida,
Potentilla neumanniana,Yellow
Potentilla norvegica,Yellow
Potentilla pensylvanica,Yellow
Potentilla simplex,Yellow
Potentilla thurberi,Red
Potentilla tridentata,
Potentilla verna,
Potentilla villosa,Yellow
Prenanthes alba,
Prenanthes altissima,
Primula farinosa,
Primula fassettii,White
Primula fassettii,Pink
Primula fassettii,Purple
Primula hendersonii,White
Primula hendersonii,Purple
Primula hendersonii,Pink
Primula hendersonii,Yellow
Primula hendersonii,Red
Primula jeffreyi,
Primula latiloba,White
Primula meadia,White
Primula meadia,Purple
Primula meadia,Pink
Primula meadia,white
Primula meadia,Magenta
Primula mistassinica,White
Primula mistassinica,Pink
Primula mistassinica,Yellow
Primula mistassinica,Purple
Primula parryi,Pink
Primula parryi,Yellow
Primula parryi,Purple
Primula pauciflora,White
Primula pauciflora,Pink
Primula pauciflora,Yellow
Primula pauciflora,Purple
Primula suffrutescens,Pink
Primula suffrutescens,Yellow
